Date,Month,Year,Title,Content,Link
19,3,2015,Just not funny,"The issue of women’s empowerment often gets reduced to mere discussions on sexual violence against women. Rather than obsessing on it as if it were the only concern, it is necessary to put in place macro-policies and change social perspectives on female empowerment in a holistic manner. The persisting failure to do this was brought into sharp focus last week when Janata Dal (United) chief >Sharad Yadav made a comment in Parliament on dark-skinned South Indian women, saying that they are ‘as beautiful as their bodies’ and adding that they ‘know dance’. On the surface, it sounds merely facetious, but such statements are dangerously wrong at several levels. The first question that arises is why during a debate on the Insurance Bill the member would find it necessary to drag in a comment about women at all. It was hardly apposite to the occasion or relevant to the issue being discussed. It trivialises women and sends out the message that flippant remarks about women, their skin colour or bodies are par for the course. Second, the remark comes in the wake of several denigrating comments about women made by members of Parliament and senior politicians — across the political spectrum — in the last couple of years alone. To make matters worse, Sharad Yadav responded to Human Resource Development Minister Smriti Irani’s criticism with the highly offensive comment, “I know what you are.” After days of defiance, he was >forced to clarify that remark on Tuesday.
Rajya Sabha MP Kanimozhi has rightly said that she felt frustrated by the number of people who have tried to downplay the remark by saying it was a ‘compliment’ to South Indian women. Therein lies the bigger problem — the complete lack of awareness that condescending jokes or remarks about women reveal as much about deeply-ingrained patriarchal attitudes as do overt acts of violence or domination. The senior political establishment in the country constantly betrays this lack of understanding of what constitutes non-discriminatory attitudes to women. And their stance exposes how deep the problem really runs. It is one of the biggest reasons why women continue to get a raw deal in police stations and court rooms, in workplaces and homes. Besides laws that address women’s safety, what is urgently needed is a code of conduct or set of rules that will apply to public officials and politicians, which can ensure that gender-biased comments and jokes are weeded out of the public discourse. Parliament is hardly the place for misplaced and misogynistic levity.",https://www.thehindu.com/opinion/editorial/just-not-funny/article7008150.ece
20,3,2015,Status quo in Israel,"The re-election of Prime Minister Benjamin “Bibi” Netanyahu after his Likud Party >secured the first place with 30 out of the 120 seats in the 2015 Israeli legislative elections came as a bit of a surprise. Exit polls pointing to a better showing by the centrist-moderate coalition, the Zionist Union including the Labour Party, turned out to be wrong as the Likud emerged with far more votes than what was expected. While the Likud lacks a majority of its own, it now gets the right to form the government in coalition with other parties, and it is clear that Mr. Netanyahu will be Prime Minister for a fourth term. The Likud victory, belying expectations, can be attributed to the polarising campaign led by Mr. Netanyahu who took a hyper-racist position denouncing Israeli Arabs and rejecting, in the run-up to the polls, the statehood demand by Palestinians. The triumph of the right wing also reflects the sharp change in attitudes in Israeli society that has become militantly opposed to any gesture of substantive peace with Palestinians. The silver lining in the elections was the emergence of the Joint List — a group of leftist and Arab parties — as the third largest grouping with 13 seats in the Knesset. Israeli Arabs have a larger and more inclusive voice in the Knesset than before.
Globally, Mr. Netanyahu’s victory must frustrate even Israel’s closest ally, the United States, which was unable to dissuade the Israelis from the brutal bombardment of Gaza in 2014. A hardliner victory in Israel as the U.S. is battling the Islamic State hardly helps the larger strategic plan of easing tensions in West Asia. The U.S. has expressly supported a two-state solution and it must be worried by Mr. Netanyahu’s explicit rejection of Palestine nationhood during the election campaign. The U.S. could support a UN resolution explicitly defining a Palestinian state with pre-1967 borders as a response to Mr. Netanyahu’s change of views, but it is perhaps unlikely to happen. The U.S. is currently engaged in complex negotiations with Israel’s geopolitical rival Iran towards a nuclear treaty and would not want to upset its special relationship with Israel. Mr. Netanyahu’s allies go far beyond the White House and the U.S. State Department, with the powerful pro-Israel lobby spread across bipartisan lines in the U.S., especially in the resurgent Republican party. However, Mr. Netanyahu’s uninhibited Zionist chauvinism might actually work to persuade western actors beyond the U.S. to see the Palestinian point of view on issues such as illegal Israeli settlements or the UN according statehood to the Palestinian Authority.
Correction
>> The penultimate paragraph of “Status quo in Israel” (Editorial, March 20, 2015) spoke about the emergence of the Joint List as the third largest grouping with 12 seats in the Knesset. It should have been 13 seats.",https://www.thehindu.com/opinion/editorial/status-quo-in-israel/article7012195.ece
20,3,2015,Perils abroad,"The >brutal murder of an Indian national, Prabha Arun Kumar, in Sydney on March 7 has reignited debates around the safety of Indians abroad. The spate of violent attacks on Indians in Australia over the past decade has persistently fuelled nagging tensions in India-Australia relations, puncturing the sense of optimism that had emerged on that front. Ruling out racial motivation behind the attack, >Australia has promised that the perpetrators of the crime would be brought to justice; a special detective squad has been assigned to investigate it. But given Australia’s generally lackadaisical response in such contexts in the past, India has reason to be sceptical of these promises. The series of attacks on Indian students about half a decade ago had been severely condemned by India. The government had questioned the effectiveness of the steps taken then by the Australian authorities, and issued a “restrained travel advisory”, asking Indian students to take basic precautions in being alert to their own security. The insensitivity shown by Australian officials — who were often in denial mode — in responding to these attacks had come to notice in India at that time. So one can only hope that External Affairs Minister Sushma Swaraj’s recent call to her Australian counterparts for complete cooperation in resolving the issue is met with the needed level of seriousness at least this time.
The tragic event will, it is to be hoped, lead to a broader debate concerning the conditions of Indians abroad. First, the government can consider adopting “smart” means to ensure the safety of Indians while abroad, especially in times of crisis. For instance, Britain’s Foreign and Commonwealth Office (FCO) had, in 2008, set up a ‘Locate’ system to act as a people-tracking register. This has now been replaced by a country-specific alert system, via email, Twitter and Facebook. Second, the Indian government has often been criticised for not doing enough about the conditions Indian migrant workers face abroad. For instance, a 2014 Amnesty International report lays forth the human rights abuses encountered by Indian migrant workers in Saudi Arabia. By means of diplomatic pressure and bilateral agreements, the Indian government has to ensure that these migrant workers are not denied any of their labour rights as provided under international law. Third, an ethical discourse on the conditions of Indians abroad has to simultaneously involve an inward gaze on how Indians have been treating their own guests from overseas. Just last week, a mob in Bengaluru chased and attacked Africans in their suburban locality. With racial prejudices, delays and inefficiencies at play, the criminal justice system often proves unequal to the task of coming to the aid of many such foreign citizens while in India.",https://www.thehindu.com/opinion/editorial/prabha-arun-kumar-case-perils-abroad/article7012196.ece
21,3,2015,For a free and fair investigation,"The indication from the government of Karnataka that >it would request the Central Bureau of Investigation to go into the suspicious circumstances of the death of the former Deputy Commissioner of Kolar district, D.K. Ravi, must be welcomed. This belated decision by the Congress-led government is an outcome of a huge public outcry with both the polity and civil society in the State playing a major role in pressuring the government to take the help of the CBI. After all, the police’s and the Criminal Investigation Department’s probes were hamstrung by the undue haste shown by the State government in declaring that Mr. Ravi’s death was a case of suicide, and by selective leaks from its officials ruling out foul play in the death. Meanwhile, the feeding frenzy of sections of the media, and the Opposition’s reliance on narrow-minded politicking have certainly not helped clarify the circumstances leading to Mr. Ravi’s death. Both the government and the Opposition have rushed to conclusions that suit their respective political positions. Yet, in a roundabout manner, the undue attention and political bickering raised the pitch in getting the State government to take the right step of instituting an unbiased inquiry.
Whether the CBI can do a better job of disentangling the complexities behind the death will not be known immediately, but the role of Mr. Ravi as someone who took on powerful vested interests in Kolar district must figure in the investigations. Such a free and fair investigation by the CBI will be helped by the fact that it would be unencumbered by the baggage of politics in Karnataka, unlike in the case of a probe by the State police and the CID. Mr. Ravi clearly seems to have made a lot of enemies out of powerful people in Kolar by taking a conscientious position in upholding the public interest as a civil servant. His legacy — during a 14-month tenure in Kolar — included passing strictures against encroachment of government land, and taking on powerful real estate developers who had close ties with political outfits in the district. It is hoped that the outrage in Karnataka is not limited to the sensationalism that has been whipped up around Mr. Ravi’s death. His passing away should prompt us to hold a mirror up to society and bring in scrutiny over the actions of these vested interests while encouraging other civil servants to be as discerning and public-spirited as Mr. Ravi was. Only this would be a true tribute to the legacy left behind by the civil servant.",https://www.thehindu.com/opinion/editorial/editorial-on-dk-ravis-death-for-a-free-and-fair-investigation/article7016167.ece
21,3,2015,National policy for Upper Houses?,"The desirability of a bicameral legislature at the State level has been debated since the days of the Constituent Assembly, and recent developments may revive the debate. Assam and Rajasthan want to join the small seven-member club of States (Andhra Pradesh, Telangana, Bihar, Jammu and Kashmir, Karnataka, Maharashtra and Uttar Pradesh) with a Legislative Council in the country and Odisha is also examining the creation of one. A second chamber has always been attractive to those who believe in widening the space for representative democracy. Its advocates say wiser counsel from an upper House of elders is needed to temper the often fractious nature of the debate in the Lower House. Also, the second chamber helps in accommodating more sections of society in the process of legislation and decision-making. Detractors, however, contend that the Council is nothing but a body to accommodate various political interests within a party, a backdoor way into the legislature for those who lose direct elections. Recent experience suggests that even Chief Ministers choose the Legislative Council route when the option is available. Does the fact that an upper House exists in seven States, with two or three more keen to join that list, really indicate that there is merit in having a Council?
There is little doubt that a second chamber will be a useful forum to play an advisory role in legislative matters. However, the fact remains that it can also be a tool in the hands of those in power to accommodate their favourites or defeated party functionaries. Also, there is no consensus even within States on its necessity. In Tamil Nadu, the All India Anna Dravida Munnetra Kazhagam abolished the Council in 1986, and strongly opposes moves by its rival Dravida Munnetra Kazhagam to revive it. Parliament has already passed legislation to revive the chamber in Tamil Nadu, but it is yet to be implemented. In Andhra Pradesh, the Telugu Desam Party government abolished the Council in 1985, but a Congress regime revived it in 2007. This was why a senior member in the UPA Cabinet cautioned the government against supporting the then DMK regime’s proposal to revive the Council in the absence of a consensus. A parliamentary committee, examining the Rajasthan and Assam bills relating to creation of the Legislative Council, suggested that there should be a national policy on having a permanent second chamber so that a subsequent government cannot abolish it at its whim. This is a better way to address the issue instead of relying on ad hocism. While framing such a policy, it will also have to be decided whether the time and resources involved in having a second chamber is worth the while, and if so, whether the present scheme of giving representation to teachers and graduates requires modification to involve other sections.",https://www.thehindu.com/opinion/editorial/editorial-national-policy-for-upper-houses/article7016168.ece
23,3,2015,Doubts notwithstanding...,"When Union Finance Minister >Arun Jaitley defended the Central Statistical Office (CSO) strongly last week in the Rajya Sabha, he was essentially responding to the incredulity with which politicians and economists alike have in recent times reacted to India’s reworked growth numbers. A new methodology, unveiled toward the end of January by the CSO, presented a rosier picture of the Indian economy than previously imagined. It, for instance, indicated a growth in gross domestic product of 6.9 per cent in 2013-14, quite a jump from the 4.7 per cent estimated earlier. Growth rates for earlier years were upgraded too. To be fair, a lot has changed from the old framework, and it is no minor tweak. One change made relates to the base year, on which comparisons are made. Two, there is now an attempt to capture value addition, rather than growth through volumes, in the calculation of the Gross Domestic Product (GDP). Three, data from newer, more sophisticated corporate databases have been used. Four, GDP will be measured at market prices, by adding taxes to and reducing subsidies from what used to be the main measure till now, GDP at factor cost. All these changes, many experts acknowledge, are important for Indian metrics to match international ones. Still, there is something discordant about the rosy numbers, on the one hand, and the economic lethargy on the ground, on the other. The high growth projection of 7.4 per cent for 2014-15 somehow seems out of sync with low industrial production, poor corporate performance and less-than-expected tax collections.
That’s why even economists were stumped by the extent of the changes. In the >Economic Survey, preceding the Budget, Chief Economic Adviser Arvind Subramanian noted that the numbers were “puzzling”. He >cautioned against interpreting it as evidence of a surging economy. The controversy also quickly acquired a political colour, unsurprising because it did now seem that the final years of the United Progressive Alliance government saw far healthier growth than it was thought then. Also, the campaign of Narendra Modi in the run-up to the 2014 parliamentary elections focussed a good deal on what he called the mismanagement of the economy. Then, there were commentators who compared India with China, not only on the point of growth but also less generously on the issue of disputed official data, which the latter is so often accused of fudging. It is in this context that Mr. Jaitley’s defence of the CSO needs to be seen. Yes, it may do little to ease the doubts of experts who feel there are discrepancies in data. But by calling the statistical body a “credible” and independent organisation, which needed to be reiterated, the Finance Minister has, at the least, sent the right political message.",https://www.thehindu.com/opinion/editorial/doubts-notwithstanding/article7020973.ece
23,3,2015,Persisting acts of intolerance,"The Supreme Court last week agreed to hear a plea for a direction to seek an explanation from the Uttar Pradesh government for the >arrest of a Class XII student for allegedly posting on Facebook “objectionable” comments about Samajwadi Party legislator and State Minister Azam Khan. This is of a piece with a series of incidents involving efforts to curb free speech on the Internet by invoking Section 66A of the Information Technology Act, 2000. The Section, which provides for punishment to persons sending offensive messages through any communication device, is arguably in patent violation of Article 19(1)(a) of the Constitution. It makes punishable, inter alia, any communication that may be “grossly offensive” or “menacing in character”, or may cause “annoyance” and “inconvenience”. Petitions challenging the constitutionality of this law have argued that these terms are too “vague” and “ambiguous”, yielding unbounded scope for arbitrary use of power by officials who may interpret the terms as they deem fit. Article 19(2) permits reasonable restrictions on free speech on grounds of “public order, decency or morality”, but by no stretch of interpretation could content that is of a “menacing character” or causes “annoyance” be said to fall within the scope of such reasonableness. Several petitions have been filed challenging the validity of this law, and the Supreme Court has reserved its verdict.
These arrests reflect the fact that the law was poorly drafted. More significantly, these show the intolerance and blatant abuse of power by politicians across party lines, and their efforts to manipulate the law to stifle dissent and criticism. This provision was inserted as an amendment in 2008 by the United Progressive Alliance government, and the present National Democratic Alliance regime continues to favour it, saying the law was intended to “regulate the use of cyberspace” and not to curb free speech. But the facts clearly call the bluff on such justifications. This is reflected in a number of arrests of netizens in the last five years for critical remarks on politicians. Mr. Azam Khan, who was so offended by what the school student had posted, unleashed the force of Section 66A and the police for his immediate arrest. The student was eventually released on bail. One can only hope that the Supreme Court will act towards ultimately strengthening the foundations of free speech by striking down this untenable clause of the IT Act. This will be the surest way to halt the blatant misuse of power by the political class with respect to free speech on the Internet.",https://www.thehindu.com/opinion/editorial/persisting-acts-of-intolerance/article7020974.ece
24,3,2015,Disquieting injustice,"The maxim “justice delayed is justice denied” must seem like a tired cliché to the relatives of the 42 Muslim men who fell prey to bullets, allegedly fired by members of the Provincial Armed Constabulary (PAC), and other survivors in Hashimpura in Meerut sometime in May 1987. The fact that it required 28 years to arrive at a court decision in the Hashimpura massacre is itself enough to suggest that justice has been thoroughly denied to the victims of the gruesome crime. On May 22, 1987, the PAC allegedly picked up dozens of Muslims, mainly youth, after curfew was imposed in Meerut city. Within days, 40 among them were found dead in the Ganga Canal in Ghaziabad district. It took nine years to file a charge sheet against 19 PAC personnel (the key individuals were allegedly spared), four more to arrest 16 of them in June 2000 when they finally surrendered after years spent in active service without being apprehended for their alleged crimes. In 2002, the case was transferred to a Delhi court and it took four years for charges to be filed against the accused. Thirteen years later, on March 21st, the 19 accused were let free due to lack of sufficient evidence and the inability of the witnesses to identify the accused.
This travesty of justice to the victims of the massacre is not surprising considering the shoddiness in the much delayed probe into it. Lawyers appearing for the victims and rights activists have, for a long time, complained about the loss of evidence that could have helped frame the accused circumstantially. Various police records, details related to the arms and ammunition used against the victims, logs, were all reported to have been missing after all these years since the incident. With such a botched up investigation by the police and a series of apathetic governments in UP regardless of political affiliations doing little to secure a case for the victims, the present outcome must surely be a blot on the Indian judicial process. The full judgement is not yet out as we go to press, but the victims have vowed to appeal to higher courts to seek justice. The Hashimpura massacre of Meerut's Muslims is an example of India's recent blighted past when police action and composition were known to be communalised at least in States like Uttar Pradesh. Since the late 1980s, there have been many police reforms but the record in handling communal violence has been mixed. Clearly, there need to be more substantive changes in policing and the nature of the judicial process if India’s citizens from the minority community are to be reassured of the secular nature of the Indian state and the justness of its judicial system.
Corrections and Clarifications - The Editorial >was corrected for a factual error.",https://www.thehindu.com/opinion/editorial/disquieting-injustice/article7024866.ece
24,3,2015,Liberating black gold,"The passing of the >Mines and Minerals (Development and Regulation) Amendment Bill, 2015 and the Coal Mines (Special Provisions) Bill, 2015 marks a significant step forward in the Central government’s reforms push. It effectively ends government monopoly over the extraction of coal, which has existed after coal mining was nationalised in 1973. Parliamentary approval for the auction of coal blocks — effected through an ordinance that the Bill now replaces — also provides closure to one of the biggest scandals to have rocked the country in recent times: the allocation of 204 coal blocks to private parties, which the Supreme Court had cancelled on the grounds that the allocation process was arbitrary and illegal. The auctions have helped the coal-bearing States realise over Rs.2 lakh crore by way of royalties over a 30-year period from the 33 blocks auctioned in the first round. According to media reports, internal government estimates place revenues from all the 204 blocks to exceed Rs.15 lakh crore over 30 years. Quite apart from the windfall revenue to the States, the passage of the Bills is a game changer in other ways. It has opened up the path for foreign investments in the sector, since Indian arms of foreign companies are entitled to bid for blocks, as well as for commercial mining of coal, which can have a salutary effect on prices going forward. Despite having reserves of 301 billion tonnes of coal — the fifth largest in the world — India has been plagued by chronic coal shortages, leading to costly imports by power and metal producers. This has led to severe power shortages, with downstream impact on both industry and individual consumers. With 90 million tonnes of coal expected to be produced from just the 42 operational mines in the blocks auctioned so far, such shortages may well be a thing of the past. The move is also beneficial to the state-owned Coal India Limited, which may now get the elbow room to bring in some much needed technology and best practices, while opening up prospects of a better future for millions of mine workers.
The passage of the Bills also marks a significant political victory for Prime Minister Narendra Modi. With the exception of the contentious > Land Acquisition Act, the government has now won parliamentary approval for three of the four major reform moves initiated via the ordinance route, sending a strong message to political parties on the economic advantages of reforms. With the exception of the Congress, the Left and the Dravida Munnetra Kazhagam, all other major Opposition parties had reversed their initial opposition to the coal bill, after seeing the enormous revenue potential unlocked by the auctions. This augurs well for future reform measures.",https://www.thehindu.com/opinion/editorial/liberating-black-gold/article7024867.ece
25,3,2015,Debating religious conversions,"The operative word in ‘freedom of religion’ is ‘freedom’, and not ‘religion’. Religious conversion is thus a matter of individual choice guaranteed as a fundamental right under the Constitution, and not a collective right of any religious community to proselytise. What matters is not whether such conversions are necessary but whether the individual is allowed the freedom of conscience and free profession, practice and propagation of a religion of his or her choice provided under Article 25. Union Home Minister >Rajnath Singh in calling for a debate on religious conversion, framed his argument poorly: “Is conversion necessary? Can social service not be performed in India without resorting to conversion?” Conversion may not be necessary for anyone but the person converting, but that is no reasoning at all against religious conversion. And, of course, social service can be performed without resorting to conversion. Christian missionaries have combined propagation of religion with social service but unless cases of force or fraud are proven, there can be no objection to such a combination of religious and social work. True, as Mr. Singh said, it should be possible for members of all religions to prosper in India without promoting conversions. But this is not to say that promotion of religious conversions is in itself wrong. That there is no socio-economic need for religious conversion cannot be used to push through any restrictive anti-conversion laws. Existing laws are more than adequate to prevent forcible or fraudulent conversions.
Curiously, Mr. Singh used the possible changes in demographic profile and character of India that religious conversions would entail as an argument against religious conversion. Any restriction on religious conversion, whether on ground of social tension or changing demographics or national character, will amount to a serious violation of the fundamental right to freedom of religion. What is important is that India survives as a secular nation, and not that it remains a country with an unchanged religious mix. As a senior Minister in the government, Mr. Singh should not have called upon the religious minorities to debate anti-conversion laws in the context he set out. Anti-conversion laws cannot be a means to protect religious communities, whether they are a minority or they constitute the majority. It is people who need legal protection and not religions. The threat to the idea of India is less from changes in demographic profile than from attempts to impose a rigid, unifying ‘national’ culture.",https://www.thehindu.com/opinion/editorial/debating-religious-conversions/article7028789.ece
25,3,2015,India flounders as H1N1 spreads,"The influenza A(H1N1) virus continues to kill people in India, although its spread is not at a galloping pace. As on March 21, the number of people affected was over 32,200, and the >death toll in excess of 1,900. The worst-affected States are Gujarat and Rajasthan. In Gujarat, the number of cases has crossed 6,300 and the death toll is 410. In Rajasthan, the cases number over 6,400 and the death toll is 400. The possibility of the actual numbers being much more than government data indicate cannot be ruled out. The influenza virus circulating in the country since last year has revealed how ill-prepared India is in managing and preventing the spread of an infectious disease that could cripple it. The Pune-based National Institute of Virology had sequenced the haemagglutinin (HA) protein. But it is not known if it has completed the sequencing of the whole genome of the circulating virus strain; it had not done so till the end of February 2015. The Ministry of Health and Family Welfare rubbished the results of a study published on March 12 in Cell Host & Microbe by a Massachusetts Institute of Technology team that claimed three mutations in the HA protein in the 2009 pandemic virus strain. The team found mutations in two samples deposited last year by India in a public database. While the government continues to vehemently deny new mutations in the circulating virus, it has thus far failed to support the claim convincingly.
A March 14, 2015 report in The Lancet makes it abundantly clear that India has not shared some critical information with the World Health Organization that would help determine if the circulating strains are the same as the two strains that have shown resistance to the anti-viral drug. “We have not yet received detailed information in regard to the characteristics of the circulating viruses [in India]”, Masato Tashiro, Director of the WHO Collaborating Centre for Reference and Research on Influenza, Tokyo, told the journal. The failure to share the full genome sequence data with the WHO reference laboratories and/or deposit them in public databases, severely hampers global efforts to study the evolution of the virus. India has no national influenza policy either, to vaccinate doctors and health-care workers who run the highest risk of contracting the infection; it only “recommends” vaccination of health-care workers. The time has come to take influenza more seriously, especially since H1N1 and H3N1 have become seasonal influenza. Though Indian drug companies are capable of manufacturing influenza vaccines to make the country self-reliant on this count, they have no real incentive to do so in advance in the absence of assured procurement by the government. With its arsenals ill-equipped to prevent the spread, India can only hope the summer heat would rein in the infection.",https://www.thehindu.com/opinion/editorial/india-flounders-as-h1n1-spreads/article7028788.ece
26,3,2015,Victory for free speech,"In an enlightened judgment that pushes the frontiers of laws envisaged for the regulation of the Internet, the Supreme Court has quashed the controversial >Section 66A of the Information Technology Act (amended in 2009) and Section 118(d) of the Kerala Police Act. Section 66A has been repeatedly invoked to staunch dissent and even the mildest criticism of political figures in the country. The section penalised anyone who used the Internet to send messages that were “grossly offensive” and “menacing”, and the scope of the provisions clearly violated constitutional guarantees of freedom of speech. The Supreme Court judgment, delivered by Justices Rohinton Nariman and J. Chelameswar, called the section, “vague” and having a “chilling effect on free speech” guaranteed under Article 19(1)(a) of the Constitution and that could not be read under the reasonable restrictions offered by Article 19(2). By striking down Section 66A (and Section 118(d) of the Kerala Police Act on the same grounds), the Supreme Court corrects a major anomaly in the IT Act framed to govern the Internet in the country.
That said, the judgment has upheld the constitutionality of Section 69A that defines the rules and procedure for the government to block websites based on a set of legislatively provided grounds. While the blocking rules are comprehensive, the lack of transparency in the execution of blocking (Rule 16 states that “strict confidentiality shall be maintained regarding all the requests and complaints received and actions taken thereof”) is a cause of concern. Also, government officers have used Section 69A as a sledgehammer to block entire websites for offending content, instead of the specific URLs. However, the Court did the right thing in reading down Section 79(3)(b) pertaining to intermediary liability by ruling that intermediaries such as Google or Facebook would not be liable for illegal content on their websites unless they failed to comply with a court order asking for takedowns of such content. This should lessen the burden on intermediaries to decide immediately on every request for takedowns of controversial content on their websites. It could have taken this further by striking down provisions such as Rule 3(2)(b) of the Intermediary Guidelines framed under Section 79, which demands that the intermediaries regulate content on grounds that are as vague and subjective (including terms such as “grossly harmful”, “harassing” and “blasphemous”) as is the case with Section 66A. Still, there is no denying that this judgment is a major victory for activists and netizens in the country who have fought long and hard to overturn the draconian provisions of the IT Act. The judgment strengthens democratic freedoms as a whole, especially since the Internet today in India has become a virtual public sphere and a lively arena of discussion and debate.",https://www.thehindu.com/opinion/editorial/victory-for-free-speech/article7032653.ece
26,3,2015,India’s Oscars?,"They may come with the ecumenical name of “National” Awards, but every time the announcement arrives, it becomes an occasion for parochial chest-thumping. “Tamil cinema gets 8 National Awards,” say Tamil Nadu-based newspapers and websites. Publications based in the north, meanwhile, trumpet the many wins of Haider and >Queen , adding almost as an afterthought that one of the most prestigious and major awards — for Best Actor — has gone to Vijay for the Kannada film Nanu Avanalla, Avalu. What purpose, then, do these awards serve, if not to alert us of the best of Indian cinema, make us care about not just what our State has made and won but what other States are making? What difference then exists between the National Awards and the awards routinely handed out by the various States, for local films and local talent? This question crops up every year, and there are no easy answers. Recognising “the best” in art is in the best of circumstances a most subjective endeavour. Imagine the plight of the jury members then if they have to ensure that these awards are handed out equitably, with no semblance of “partiality”. Even the announcement of the Dadasaheb Phalke award is not free from controversy. As beloved as >Shashi Kapoor is, one wonders if there are not others more worthy, who have done more for the cause of Indian cinema.
And yet, this imperfect system, it must be said, is the only one in the country that honours both popular cinema and the more niche cinema. Some directors have raised objections over this, claiming that popular cinema has its awards anyway, and that the National Awards — being the nation’s biggest honour for cinema — should only be for “serious” cinema. But given the size of our popular cinema, these recognitions matter. They spur at least some film-makers to make better-quality films for the masses, and if the general film-viewing culture is to improve, then it has to be through films that are viewed by the most numbers, not by a cine-literate few. And that’s why the recognitions to “popular” films such as Queen, Haider and Jigarthanda matter. In a way, this is the principle the Oscars adhere to, recognising not just the art-house creations but also the blockbusters. Even if one is making a movie for the masses, there’s something about the imprimatur of a prestigious awards body that makes one want to make better movies for the masses. That, really, may be the lasting legacy of the National Awards.",https://www.thehindu.com/opinion/editorial/indias-oscars/article7032654.ece
27,3,2015,"For India, a bridge too far","And so it ended, not with a bang or a whimper, but something in between — India’s reign as world champion. In the sort of life-comes-full-circle moment that cricket so often produces, M.S. Dhoni’s men >were ejected by the team they had dethroned in the quarter-finals of the 2011 World Cup — Australia. A chase of 329, subjected to the constricting pressure knockout matches exert, was a tall task; no team before Australia on Thursday had crossed 300 in a semi-final. A margin of 95 runs suggests a thumping. There is some truth in it, for India was outgunned, but this wasn’t a performance without fight or character from the defending champion. After Australia won an important toss and threatened to put the contest beyond its opponent, thanks to a masterly 105 from Steve Smith, India pulled things back. The bowling and the fielding, which have seen such dramatic improvement since the horrors of the tri-series, came together between overs 38 and 43. Dhoni’s captaincy was sharp, attacking. But Australia wrestled free in the final few overs. India’s pursuit had its moments: when Shikhar Dhawan was at the crease and when Dhoni and Ajinkya Rahane were soaking up pressure, the faith of those who believe in miracles could not be shaken. But chases of over 320 demand a big hundred from a batsman in the top five. On the day, against high-quality pace bowling, it was not forthcoming.
But in sport there is no shame in losing to a stronger opponent. India surprised many — but not itself, claimed Virat Kohli before the semi-final — with the quality of cricket it played. Very few who followed the team through the Tests and the tri-series Down Under, where not one win came, foresaw an unbeaten run to the semi-finals. But Australia in Australia remained a bridge too far. Michael Clarke’s men had the ability to hurt India in a variety of ways — not least in the field, where two direct hits late in the innings ended the longest of long shots. Kohli’s wicket earlier was vital, for he has an excellent record in chases. Australia had clearly planned for him, bowling wide and frustrating him before springing a short ball. With Mitchell Starc having five overs up his sleeve for the batting Powerplay and the death overs, Clarke had all bases covered. Australia will begin Sunday’s final in Melbourne as the favourite in a home game. But in New Zealand, it faces a tough challenge. Under Brendon McCullum, the Kiwis have played sparkling, intelligent cricket, both gladdening the heart — except South Africa’s, which it broke — and engaging the mind. When the two met earlier, New Zealand edged a suspense-filled thriller by one wicket. If the final turns out to be anything like that game, the World Cup will have a memorable capstone.",https://www.thehindu.com/opinion/editorial/for-india-a-bridge-too-far/article7036456.ece
27,3,2015,An embarrassing stance,"Earlier this week, >India voted alongside China, Saudi Arabia and Pakistan in favour of a Russian resolution limiting benefits to same-sex couples. United Nations Secretary-General Ban Ki-moon, an outspoken defender of the rights of sexual minorities, had extended benefits available to spouses of UN employees to same-sex couples. Russia moved a resolution that would allow national law to override this extension, and India supported it; the resolution was, however, defeated. On this occasion officials have been at pains to stress that the issue was one of sovereignty, not of gay rights. This is hard to believe; in September 2014, India was one of the few countries to abstain from a historic vote on violence and discrimination against sexual minorities. Highlighting India’s increasingly embarrassing isolation on an issue on which there is global consensus, that of the universality of sexual rights, the resolution was adopted. Globally, India is now in the minority, one of only 76 countries that criminalise same-sex relationships. India’s votes at the UN are in line with its domestic laws, since the colonial-era >Section 377 of the Indian Penal Code criminalising unnatural sex — which has been interpreted to cover consensual homosexual relationships — remains on India’s statute books. A plea that detailed police harassment of homosexuals and the challenges to HIV prevention that the ghettoisation of gay men posed cleared the Delhi High Court hurdle >but not the Supreme Court. Review petitions have failed; only a >curative petition is before the Supreme Court.
The apex court can and does come to the rescue of citizens faced with unconstitutional laws and policies, but the ultimate blame for India’s retrograde stand on homosexuality must lie with its elected representatives, who could have acted to strike off Section 377 from the statute books. Gay rights are human rights and India cannot pretend to be a democracy when it refuses to recognise the existence and choices of a significant minority of its population. Indian law has been marked by its commitment to full safeguards against the trampling by majority groups of the rights of minority social groups. The natural progression of a democracy’s expanding definition of freedoms must be reflected in its recognition of sexual minorities, as most of the world has already done. That the United Progressive Alliance could not find the moral courage to set right this historical wrong should not stop the National Democratic Alliance from writing a new future. The new government appears to care deeply about how it is perceived overseas. It should then recognise that its regressive stance on gay rights would militate against its aspirations to be seen as a modernising society.
Corrections and Clarifications
A sentence in the Editorial, “ >An embarrassing stance” (March 27, 2015) said: “This is hard to believe; in September 2014, India was one of the few countries to abstain from a historic vote on violence and discrimination again sexual minorities. It should have been against.",https://www.thehindu.com/opinion/editorial/an-embarrassing-stance/article7036457.ece
