Date,Month,Year,Title,Content,Link
11,9,2012,Sharing water,"In times of scarcity and shortage, distinctions between need and greed mean little. Following a deficit southwest monsoon this year, Karnataka has been reluctant to share the Cauvery with its lower riparian neighbour Tamil Nadu, choosing instead to retain the river’s waters in its small and major reservoirs. When the monsoon fails, neither State can possibly satisfy its irrigation and drinking water requirements from the Cauvery’s flows. It is nobody’s case that Karnataka is building up a huge surplus by damming the water, but the burden of a deficit year will have to be shared equally. By agreeing before the Supreme Court to release 10,000 cusecs of water daily to Tamil Nadu till September 19 — when the Cauvery River Authority, headed by the Prime Minister, meets to decide the issue — Karnataka has indicated a readiness to arrive at an understanding with Tamil Nadu on a just sharing of the water. Tamil Nadu had sought two TMC ft (thousand million cubic feet) of water for irrigation in the Cauvery delta, and Karnataka’s undertaking before the court means the State will get less than half of what it wanted. The undertaking, as a sort of minimum guarantee, will be the starting point for the talks in the CRA, and Tamil Nadu can hope for a reasonable coverage of the long-term samba crop. With the southwest monsoon playing truant, the State has already lost the short-term kuruvai crop.
What is most disquieting about the Cauvery dispute that arises every season is the failure of the Centre and the two States to bring about an acceptable solution. Each time, it takes the intervention of the Supreme Court to force a compromise. Little wonder then, one of the judges in the Supreme Court Bench hearing the issue felt compelled to express displeasure at the failure of the Prime Minister’s Office to hold a meeting of the CRA. Instead of fixing a date taking into consideration the urgency of the issue, PMO officials spent time seeking convenient dates from the Chief Ministers of Karnataka, Tamil Nadu, Kerala and Puducherry. The PMO seems to require constant prodding from the Supreme Court before it convenes the CRA. Clearly, the mechanism established for the heads of government to strive for a solution to the Cauvery water issue during deficit years is not working. The CRA is required to arrive at a pro rata sharing of the water among the Cauvery basin States under a distress-sharing formula. But the Centre — driven by the political compulsions of the government of the day — prefers not to take the lead in thrashing out a solution for fear of being seen taking sides.",https://www.thehindu.com/opinion/editorial/sharing-water/article3882417.ece
12,9,2012,Don’t compromise open justice,"We live in a legal environment where the rule of sub judice is regarded as an anachronism, emanating from a time when all trials were decided by jurors susceptible to influence by what was published in the press. By and large, the law of sub judice, which regulates the dissemination of matter under the consideration of the court, is a dead letter. In such a context, the Supreme Court’s judgment justifying a temporary ban on the publication of court proceedings in certain cases is likely to have a chilling effect on the freedom of the press and the very idea of an open trial. Mercifully, the Court refused to lay down broad guidelines for reporting ongoing cases. But though its order looks like a restatement of the Mirajkar case in which a nine-member Bench ruled that the right to open justice is not absolute, the Court has likely upset the “difficult constitutional balance” between freedom of expression and the administration of justice that the landmark 1966 judgment established. Indeed, by emphasising the right of an aggrieved person to seek postponement of media coverage of an ongoing case by approaching the appropriate writ court, there is a danger that gag orders may become commonplace. At a minimum, the door has been opened to hundreds and thousands of additional writs — a burden our legal system is unprepared to handle — filed by accused persons with means.
The five-judge Bench cited precedents in many jurisdictions to maintain “there is power in the courts to postpone the reporting of judicial proceedings in the administration of justice.” Even in the U.S., where the First Amendment trumps any restriction placed on rights to free speech, the courts have evolved “neutralising devices” to prevent the corruption of the administration of justice. But set aside the judicial reasoning and consider its possible impact. Powerful defendants in high-profile cases will try their best to obtain postponement orders despite the very strict criteria laid down by the Supreme Court. Moreover, gag orders issued in contravention of the doctrines of necessity and proportionality may take a long time to vacate, thus robbing the public of its right to know. The public scrutiny of courts is critical in ensuring that judges do justice; a lack of awareness of what goes on in a courtroom can only undermine public confidence in the judicial system. The same Mirajkar judgment also said restraint on publication and closed door trials could apply only in exceptional cases. In all other cases, a court can launch contempt proceedings if a news report attempts to subvert the course of justice. When there is no evidence to show this system of checks and balances has failed, why try and move away from it?",https://www.thehindu.com/opinion/editorial/dont-compromise-open-justice/article3886048.ece
12,9,2012,A giant small step,"At last, India and Pakistan have put their signatures to a visa agreement that is forward looking, even if it falls far short of the ideal of freeing up all travel between the two countries. The new agreement allows at least some categories of citizens in both countries to meet more easily, and with fewer restrictions. Earlier, citizens of either country could visit three cities in the other. This has now changed to five cities. Under the old system, visitors had to enter and exit through the same point; in the new one, they can exit and enter from any of three designated points, which in India now includes Chennai. Visitors over 65 years of age can obtain visas on arrival at the Wagah-Attari land crossing. But the two sides continue to remain firm on not allowing individual tourist visas, perhaps the only two countries in the world to do so. In keeping with the new trade winds blowing across the subcontinent, businesspersons are the main beneficiaries. Their visas are now in a separate category: they will be fast-tracked, issued for longer durations, and multiple visits to as many as 10 cities will be allowed. The SAARC Chamber of Commerce and Industry expects bilateral trade to double from its present annual level of $ 2.56 billion within a year as a result. That may be an exaggeration; there still remain other barriers that need to come down for trade to take off.
However deficient, the visa agreement is still a sign that the two countries can move beyond just talk of normalisation, to take a concrete step that may help achieve this goal. At their meeting in Islamabad, the foreign ministers of Pakistan and India emphasised the need to learn from history without being held hostage to it. India has shown it has the ability to move forward from the 2008 attacks in Mumbai while hoping Pakistan brings the perpetrators to book; for its own sake too, it is important that Islamabad does this, and clamps down on terror outfits. Both sides are only too aware of the challenge to ensure that the present dialogue process, which began two years after the Mumbai attacks, and that has been remarkable for the maturity with which both sides have addressed their differences, is not derailed or reversed again. There are other positive outcomes that can be easily achieved if the two sides can keep at it. Prime Minister Manmohan Singh mentioned the resolution of Sir Creek as one possibility recently. He must not shy away from visiting Pakistan in November this year, as requested by President Asif Ali Zardari. A visit by an Indian Prime Minister would provide the process the right amount of political energy to keep it going.",https://www.thehindu.com/opinion/editorial/a-giant-small-step/article3886049.ece
13,9,2012,The meltdown of reason,"The violence that the agitation against the Kudankulam Nuclear Power Project degenerated into this week had an unfortunate ring of foreordination about it. It seemed to exemplify what happens when differences are not resolved through peaceful means. The Union and State governments had made no more than nominal efforts to engage the local people protesting against the project; experts had only made a cursory effort to address popular fears about the safety of the nuclear reactors, the manner of disposal of nuclear waste and the absence of a detailed public hearing; and the district administration had resorted to an emergency preparedness drill whose effectiveness was doubted by many. With the Madras High Court clearing the commissioning of the project, and the Atomic Energy Regulatory Board giving its nod for loading of fuel in the first unit, the next port of call for those opposed to the plant’s commissioning should have been the Supreme Court. Instead, a section of the protesters decided to step up their campaign. The apparent failure of the police to anticipate that some protesters may take the coastal route towards the plant resulted in a dramatic confrontation on the beach. The police, who at the best of times need little prompting to resort to force, responded with tear gas and lathis. In neighbouring Tuticorin, a fisherman was killed in police firing.
For a security establishment eager to criminalise the anti-nuclear movement, the battle on the beach was a gift from heaven. But the authorities must treat the unfortunate progression of events as a warning sign of what happens when popular sentiment is systematically brushed aside or dismissed as illegitimate, anti-national or foreign inspired. Union Home Minister Sushil Kumar Shinde’s comment that “foreign NGOs” were behind the protest suggests the Centre has learned nothing. Why did he choose not to name any NGO? If he has concrete information with him, why does he not initiate legal proceedings against those concerned, instead of defaming what is clearly a people’s movement comprising local fisherfolk? With the activists now knocking on the Supreme Court’s doors to revisit the clearances given to the plant, it is time all sides stepped back from their maximalist positions. Even after the first reactor at Kudankulam is eventually switched on, the Central and State governments must respect the right of anti-nuclear activists to campaign publicly and peacefully for the closure of the plant. Equally, the activists — like their counterparts in Europe or Japan — must focus on building public support for their cause in Tamil Nadu and elsewhere peacefully and persuasively and not resort to confrontations.",https://www.thehindu.com/opinion/editorial/the-meltdown-of-reason/article3889704.ece
13,9,2012,Libya’s spiral of violence,"As people across the world remember the victims of 9/11, we have been served a reminder that the grim forces that brought it about are far from spent. Wednesday’s assassination of the American ambassador to Libya, amidst the storming of the country’s missions in Benghazi and Cairo, is all the more tragic because of its predictability. For months now, Libya has been witnessing an ever-escalating spiral of violence — spearheaded by jihadist groups hostile to the U.S. Egypt, for its part, has seen serious conflict in the Sinai. In both countries, jihadists have sought, with some success, to use violence and extremism to discredit their establishmentarian Islamist rivals, and overwhelm secular liberal forces. The protesters who attacked the U.S. missions in Cairo and Benghazi — some of them armed — were expressing anger against a film that abused Islam and the Prophet Muhammad. Produced by Israeli-American Sam Bacile, and promoted by Florida-based neo-fundamentalist Christian Terry Jones, the film had remained obscure until Tuesday, when jihadists saw in it an opportunity to mobilise support. In recent decades, the world has become depressingly familiar with religion-inspired fascists using violence to hijack the political agenda, feeding off each other’s deranged propaganda. In themselves, these forces have limited legitimacy. But lawless, ungoverned states have given them the resources, weapons and bases needed for a renaissance.
It has long been clear that the realities of the ‘new Middle East’ the West claimed to have midwifed during the so-called Arab Spring don’t quite match the hype. A resurgent jihadist movement, capitalising on the collapse of authoritarian states, has inflicted ever-worsening violence from Libya and Mali, to Somalia, Syria and Yemen. It is true that the regimes swept aside by public anger — and, in the case of Libya, U.S. and European bombs — were despotisms, with a contempt for freedoms and rights that their, at best, equivocal secularism did not mitigate. In country after country, though, it is becoming abundantly clear that evicting despots does not, in itself, give rise to either democracy or progress. Even in places where electoral democracy has made progress, like Egypt and Tunisia, extremist movements have inflicted real damage to cultural and gender freedoms. The assassinated American envoy helped establish U.S. presence in rebel-held Benghazi in the war that swept away Muammar Qaddafi’s regime. With presidential and Congressional elections around the corner, it will be tempting for U.S. politicians to respond to his killing with shows of machismo. In fact, a little introspection might prove more productive.",https://www.thehindu.com/opinion/editorial/libyas-spiral-of-violence/article3889705.ece
14,9,2012,A fair deal for domestic work,"The decade-long efforts to legislate decent working conditions for domestic labour globally are at last coming to fruition. The International Labour Organisation’s new global standard — Convention 189 — that seeks to regulate working conditions for millions of people employed in households and guarantee basic protection for them will enter into force next year. This follows the latest ratification of the Convention by the Philippines and a few months earlier by Uruguay. The provisions relating to reasonable working hours and weekly rest of at least 24 consecutive hours are of particular concern in the developing world, notoriously wanting in minimum safety measures for women workers. Given the peculiar characteristics of domestic work behind closed doors, monitoring and punishing violations can prove difficult. The Convention also incorporates stipulations to make the terms and conditions of employment explicit to workers, restrict in-kind payments and respect workers’ rights, including the right to association and collective bargaining. The effectiveness of these provisions would depend on the overall prospects of trade unions in the workplace generally, aided by a conducive political climate and a proactive judiciary. Significantly, but not surprisingly, stipulations on minimum wages are missing in the Convention. Notwithstanding this omission, the objectives entailed in the new standard could potentially alter the situation on the ground quite radically. Prevalent social attitudes on domestic work, that are at best paternalistic, should make way to a greater recognition of its status as an important economic activity.
When it comes to the situation in India, any attempt to regulate domestic work and streamline standards must surely be welcomed. Sadly, the Manmohan Singh government has not yet deemed it fit to ratify this path-breaking labour convention. Ironically, making the Convention part of domestic statute could strengthen some of the government’s steps in related areas. A case in point is the Cabinet’s approval to amend the law to completely abolish child labour in the country. The amendment would contribute to realising more fully the right to compulsory basic education for children. Similarly, regulating the conditions of domestic labour — an extremely laudable social objective in itself — would enormously augment the goal of expanding basic education, considering that large numbers of children are employed as household workers. Above all, according legal recognition to domestic work will complement the governments’ efforts to combat crimes against women and children.",https://www.thehindu.com/opinion/editorial/a-fair-deal-for-domestic-work/article3893602.ece
14,9,2012,New quartet takes stage,"Monday’s meeting of diplomats from Egypt, Turkey, Saudi Arabia and Iran represents a bold and welcome move by regional powers to end the bloody civil war in Syria and push for a political settlement to the conflict there. Conceived by Egyptian President Mohammed Morsi at the September 4 meeting of the Arab League in Cairo, the most innovative aspect of the initiative is the decision to bring Damascus’s main backer, Iran, into the negotiations over Syria. At some level, the Morsi plan may well indicate discontent among ordinary Arabs that their own governments have done little to bring about an end to a conflict that has killed 23,000 people so far and is growing worse by the day, with atrocities reliably reported on both sides. The move shows democratic responsiveness, particularly in Egypt, to the voters who have given the Muslim Brotherhood’s political wing, the Freedom and Justice Party, both a parliamentary majority and the presidency, and have thereby legitimised a stance much less subservient to American policies and interests than earlier Egyptian positions. It also stands in sharp contrast to the League’s conduct over the West’s regime-change operation in Libya in 2011.
The members of what has been called the new Middle East quartet may well be concerned that the Syrian civil war could start a Sunni-Shia conflagration throughout the region, particularly after Iraq’s collapse into sectarian violence following the illegal United States-led invasion in 2003. A significant advantage of the new plan is Tehran’s positive reaction, which includes suggesting that Iraq be included. In addition, 45 representatives of Syrian opposition groups have published a discussion document which details proposals for institutions Syria could have in a post-Assad transition period, including a non-party military under civilian control. These and the new quartet’s proposals have the great merit of emerging from regional governments and other actors, despite their internal differences, but the U.S. and the United Kingdom have said they do not think Iran can play a constructive role. British foreign minister William Hague has gratuitously added that Syrian President Bashar al-Assad’s departure from power is “inevitable” and that his regime is “doomed.” Such negative responses can only imply that the major western powers are not interested in plans devised within the region and, worse still, might even want those to fail. One hopes, in the wake of this week’s deadly attack on the U.S. mission in Benghazi — the first Arab city to be “liberated” by occidental ordnance since 2003 — that the dangers of imposing “regime change” on Syria will have become more apparent to the West.",https://www.thehindu.com/opinion/editorial/new-quartet-takes-stage/article3893604.ece
15,9,2012,Multi-brand Mulayam,"The political impact of the United Progressive Alliance government’s decision to allow foreign direct investment will revolve around the answer to a simple question: what will Mulayam Singh do? The Samajwadi leader is already on record as saying his party — which extends outside support to the UPA — will not back the Congress in Parliament if its allies start deserting. But will he carry out his implied threat if West Bengal Chief Minister Mamata Banerjee, who opposes FDI in retail, backs a no-confidence motion against Prime Minister Manmohan Singh in the winter session? With Mulayam Singh adding his name to the crowd of Prime Ministerial contenders aspiring to succeed Dr. Singh after the next general election, the answer to these questions has become especially difficult. In 1996, the former Uttar Pradesh Chief Minister came within a whisker of becoming Prime Minister and was pipped at the post by H.D. Deve Gowda, who himself was second choice to head the United Front Government after Jyoti Basu. In politics, a week is a long time and in the 16 years since Mr. Mulayam Singh’s unsuccessful bid, a whole new crop of potential Prime Ministers from different social segments has emerged, among them Rahul Gandhi, Nitish Kumar, J. Jayalalithaa and Mayawati, not to mention the half-dozen or so wannabes in the Bharatiya Janata Party. Besides, in recent days it has been rather difficult to figure out where exactly the SP leader stands.
Mr. Mulayam Singh’s quicksilver mood changes have seen him, by turns, seek the militant company of Ms. Banerjee, revert to the Congress as its supporter, and float the idea of an ever-elusive Third Front, with himself as leader, of course. Ahead of the recent presidential election, the SP chief joined hands with Ms Banerjee in rejecting Pranab Mukherjee’s name. Though the joint venture was a spectacular failure, the twosome have continued with their on-again, off-again collaboration. One big constraint is that Ms Banerjee and the Third Front are mutually exclusive. She cannot take membership of any front that has the Left parties and without the latter there cannot be a Third Front, which in any case seems very iffy what with no party in any hurry to sign up for it. For the SP to be taken seriously post-election, it would need to win 50-odd Lok Sabha seats from U.P., which is a tall order given the declining popularity of the Akhilesh Yadav government and the bridgeable three percentage point difference in vote share with the Bahujan Samaj Party. Mulayam’s best bet, then, might be to continue to dangle the carrot of support to the Congress, hoping no doubt to extract whatever legal concessions he can for himself and his family.",https://www.thehindu.com/opinion/editorial/multibrand-mulayam/article3897887.ece
15,9,2012,Inflation gets diesel power,"From a narrow fiscal perspective, Friday’s hike of Rs.5 a litre of diesel was probably unavoidable given the pressure on the finances of oil companies and the inability of the government to bail them out. Yet one cannot help but point out that the shock of such a large price increase, both on the economy and the common man, would have been lower if only the government had practised the policy of regular adjustment of oil product prices. A sudden release of pent-up price pressure can have a cascading effect on economy-wide prices that is greater than the cumulative impact of small increases. Inflation in August at 7.55 per cent is already higher than July’s 6.87 per cent and the effect across the economy of higher diesel prices will only push it up further. Consumers will be hit not just by higher prices of everything from transport to food commodities — freight operators have already increased rates — but also by the elimination of a part of the subsidy on cooking gas. The price increases and the rebound in latest inflation figures have probably put paid to any hopes of a reduction in interest rates in the upcoming mid-quarter monetary policy review next week.
The government will also, sooner than later, have to take a call on a dual pricing policy for diesel or on imposing higher duties on diesel cars and utility vehicles. Latest automobile sales data show that sport utility vehicles (SUVs), which are powered by diesel engines, are outselling passenger cars and within the latter category, diesel cars are fast overrunning petrol engine models. This is clearly a function of the wide gulf between petrol and diesel prices — after the increase, diesel will still be cheaper than petrol by an average of 31 per cent across the country. The difference in prices is baffling considering that refining costs are approximately the same for the two products. In fact, what we need is transparency in pricing of petroleum products, something that is currently absent. The government goes by the “under-recoveries” of the oil companies, which is the difference between landed import costs of petroleum products and their retail selling price. The former is always higher than the latter leading to “under-recoveries.” The oil companies need to be asked why diesel and petrol prices should be benchmarked to Dubai and Singapore market prices respectively when they are not imported from these places. Petroleum product prices should be a function of the cost of importing and refining crude oil in the country. The present pricing system is flawed and consumers pay for the inefficiencies of the oil companies",https://www.thehindu.com/opinion/editorial/inflation-gets-diesel-power/article3897888.ece
17,9,2012,Irrational exuberance,"The stock market and large sections of the media have reacted with predictable euphoria to last week’s bold economic announcements, hoping that the latest reform measures will revive the ‘animal spirits’ of entrepreneurs and reverse the slowdown in growth. There is no doubt that Prime Minister Manmohan Singh is telling global investors he is willing to take decisive action on contentious economic issues. As policy, however, the individual announcements do not amount to much on the macroeconomic plane. For instance, the stiff hike in the retail prices of diesel will inflict severe pain on the economy by driving up inflation, which is already at unacceptably high levels. Households will have to bear the burden of higher fuel charges and prices for other goods. Of course, the justification for the fuel hike is that it will, to an extent, rein in subsidies and help repair government finances. But this kind of shock therapy is not the most effective or rational way of sorting out the fisc, or indeed the financial health of the oil-marketing companies.
Despite widespread opposition, the government has permitted foreign direct investment in multi-brand retail, subject to a cap of 51 per cent on the share of foreign equity. Companies like Walmart and countries like the United States have lobbied aggressively for the doors of the Indian retail sector to be thrown open. By including this policy in the recent slew of liberalisation measures — even at the risk of losing some of its political legitimacy — the Congress is sending a message to international capital. However, since India’s quasi-federal structure complicates matters, the decision on whether to actually allow FDI in retail has been left to the State governments. As expected, many State governments have already said they have no intention of permitting FDI into this sector. Thus, signalling the commitment to reform seems more important than actually ensuring FDI entry into retail. The assumption seems to be that foreign investors would still respond positively, contributing to growth in output and employment somewhere, even if not in retail. However, growth has fallen and organised sector employment stagnated even though most areas are already open to foreign investors. The government’s optimism is, therefore, clearly misplaced.
Even within the retail trade, the government’s claim that FDI is good for the nation is difficult to defend. The success of large retail cannot be based only on the expansion of the retail space, but requires acquiring a share of the existing space occupied by small retailers. NSSO data for 2009-10 indicate that the occupational category consisting largely of the wholesale and retail trade employed 44 million Indians. The displacement of a substantial number of these workers is inevitable. Since the economies of scale and scope that size delivers in organised retailing are expected to reduce costs by raising labour productivity, the expansion of large retail will not compensate for this employment loss. Further, once cost reduction leads to displacement of traditional retailers, big players dominating the space would be in a position to increase retail margins, with implications for prices paid by consumers. Finally, cost reduction is ensured at the expense of the producers as well. When a few buyers dominate the retail trade, the prices paid to competing small suppliers, especially in agriculture, are depressed. The margin above production costs implicit in the retail price shifts in favour of the retailers at the expense of producers and consumers. Of course, such adverse outcomes would follow from increased domestic investment in organised retail as well. But the entry of foreign firms with deep pockets would hasten the rise to dominance of large retail and amplify the adverse consequences.
Turning to the other big headline, the decision to permit foreign airlines to take a 49 per cent stake in a domestic carrier may not benefit those who need such investment the most. Investment in tottering airlines can come only on very onerous terms to existing shareholders or, as was seen during the early days of private airlines in India, from murky sources. Whether in airlines or retail, then, the expectation of large, stable dollar inflows through foreign direct investment in these sectors may not materialise fast enough to make a difference to the economy’s near- or even medium-term growth prospects. It is evident, therefore, that the immediate hopes of the government are being pinned on the renewed push towards public sector disinvestment. The Congress is hoping that the sale of PSU shares will bring in revenue, boost the equity market and signal ‘reform’ to a corporate sector whose faith in the party is slowly flagging. Here too, the danger is that bright and cheerful signals may not be enough to turn things around. What the economy needs today is not the red herring of reform in retail but actual economic governance on the ground. Poor roads and ports and erratic power supply hurt the competitiveness of Indian manufacturing and are the main reason why the sector has slowed down. The ability for companies to earn easy resource rents from spectrum, gas, coal and iron ore is another. Tackling these problems requires strong, decisive leadership; unless the UPA is prepared to provide some, the applause it is getting from the investor community today will not add up to anything durable.",https://www.thehindu.com/opinion/editorial/irrational-exuberance/article3904601.ece
18,9,2012,An excessive remedy,"The Supreme Court order on the appointment of Information Commissioners has had an unsettling effect on the working of the Right to Information Act, an elegant seven-year old law that has immeasurably empowered the average citizen. What was designed as an easy-to-use legal tool for the poor and weak may now be at risk of getting tangled in a web of complexity. The Court has, inter alia, ruled that the competent authority should prefer a person who is or has been a judge of the High Court for appointment as Information Commissioners, while the head of the Information Commissions at the Centre or State shall only be a person who is or has been a Chief Justice of a High Court or a Judge of the Supreme Court. The reasoning is that these bodies perform judicial and quasi-judicial functions and such qualifications are essential to meet the ends of justice. The decision comes in the wake of complaints that the system of appointing Information Commissioners lacks transparency. That is true. Some States follow a closed-door appointments process, packing Commissions with favoured bureaucrats and political loyalists. Yet, the scale of the remedy is excessive. By specifying qualifications for appointments and instituting new working methodologies for Commissions, which it wants legislated, the court clearly intrudes into executive privilege.
The RTI Act has escaped many attempts by the Centre to whittle down its scope, with civil society rising to its defence each time. Given the culture of secrecy and pervasive corruption, the law is a nightmare for many in authority. But it has weathered the test of judicial scrutiny. Major questions on its scope have been decided by the courts, including high profile issues such as the judges’ assets case. Also, the majority of appeals before Information Commissions are those filed by citizens seeking simple information. The exceptions on disclosure under Section 8 of the RTI Act are clear, and the law leaves all other information held by public authorities open — there is little scope there for judicial interpretation. In any case, several orders of the Commissions in favour of citizens are challenged by officials in regular courts. So far, the appellate process has been refreshingly uncomplicated, as the applicant can appear in person, without the need for advocates, and the proceedings are in plain language. If poor citizens have to appear before a bench that has a judicial member and face lawyers employed by public authorities, the resulting asymmetry of power would clearly defeat the purpose of the law. The Supreme Court is correct in calling for due advertisement and a rational basis for appointments to Commissions. But it should leave that task to Parliament to execute.",https://www.thehindu.com/opinion/editorial/an-excessive-remedy/article3908067.ece
18,9,2012,Sound strategy,"The Reserve Bank of India has brought down the Cash Reserve Ratio (CRR) by 0.25 percentage points but left the policy repo rates unchanged. The reduction in the reserve ratio will release Rs.17, 000 crore into the banking system immediately. The expectation is that this extra liquidity will induce banks to reduce interest rates, an outcome keenly sought by sections of industry. The central bank’s approach is tactically sound: a more direct interest rate signal through a repo rate cut would be against the grain of recent monetary policy actions which have accorded primacy to curbing inflation, without entirely ignoring growth concerns. Headline WPI inflation has remained sticky at around 7.5 per cent throughout the financial year. For August it was at 7.55, up from a 32-month low of 6.87 per cent in July. Core inflation pressures remained firm with non-food manufactured products inflation inching up from 5.1 per cent in April to 5.6 per cent in August. In every category, the easing of price pressures on a few items has been offset by a rise in others. Fuel inflation in August has picked up on the back of an upward revision in electricity prices. The recent hike in diesel prices and rationalisation of LPG subsidy will add to overall price pressures.
Inflationary pressures are likely to be underpinned by the recent actions of the European Central Bank and the U.S. Federal Reserve, which will have the overall effect of boosting global liquidity. That in turn will drive up global commodity prices. For India, imported inflation will remain a threat over the near term. All these suggest that there is no way to shift the monetary policy focus away from countering inflation and anchoring inflation expectations. However, even though domestic growth remains sluggish, the recent reform measures announced by the government have, according to the RBI, started reversing sentiments. Reducing fuel subsidies and selling stakes in public sector companies will lead to some fiscal consolidation. But these, like the moves to stimulate foreign direct investment, will take time before their potential benefits are realised. Without in any way discounting monetary policy’s role in supporting the growth revival, the RBI is categorical in stating that continuing inflationary pressures alongside risks emerging from the current account deficit and fiscal deficit constrain a stronger policy response to growth risks. Restricting monetary action to a CRR cut for now is a good idea. It gives the central bank time and space to reorient policy in response to the evolving growth-inflation dynamics.",https://www.thehindu.com/opinion/editorial/sound-strategy/article3908065.ece
19,9,2012,A muddled campaign,"The current U.S. presidential election ratings showing Barack Obama leading his Republican challenger Mitt Romney by seven percentage points among registered voters and only three among likely voters reveal the uncertainty surrounding the whole election. As President, Mr. Obama faces new challenges in West Asia and North Africa, with public anger spreading throughout the region over the inflammatory internet film Innocence of Muslims. Washington’s strategy has been shaken by an attack in Benghazi, in which the U.S. ambassador to Libya, Christopher Stevens, and three colleagues were killed. The attack may have been a premeditated one by al Qaeda and not a reaction to the film as had initially been assumed, underlining the fact that U.S.-led interventions from Afghanistan to Libya have not produced the sort of outcomes the American people were promised by their leaders. In addition, the risk is worsening of a confrontation with Iran and possibly Russia over Syria. As for the U.S. economy, unemployment may have fallen by about a fifth during Mr. Obama’s presidency, to 8.1 per cent, but that does not include those who have stopped seeking work, and the August job-creation figure of 96,000 was below the symbolic 100,000 mark.
Mr. Romney, for his part, faces an even messier picture. Eminent Republicans want him to state his policies so that voters might at least have some idea about what he would do in office, but the gaffe-prone candidate seems unable to come up with anything but gaffes. His criticism of the President over the Benghazi attack has been seen as all but anti-national in a time of crisis. Secondly, he has given the Democrats a gift by saying at a closed-door Republican donors’ meeting that the 47 per cent of Americans who would vote for Mr. Obama “no matter what” pay no income tax and believe they are “entitled to healthcare, to food, to housing, to you name it”. The President instantly replied that Mr. Romney had written off half the population. As if that were not enough, Mr. Romney’s aides in Madison, Wisconsin, called the police when workers at an Illinois factory funded by Mr. Romney’s former company Bain Capital tried to deliver a 35,000-signature petition asking it not to outsource jobs to China. Even Mr. Romney’s strategists are apparently divided, with the senior campaign organiser Stuart Stevens being blamed for a lacklustre party convention a fortnight ago. Nevertheless, Mr. Obama seems unable to make political capital out of the Republicans’ discomfiture. With an opponent like Mr. Romney, this election is his for the taking. Yet the gap between the two contenders is too close for comfort.",https://www.thehindu.com/opinion/editorial/a-muddled-campaign/article3911893.ece
19,9,2012,Taking off at last?,"Air India’s new ‘Dreamliner,’ the Boeing 787, makes its inaugural passenger flight today. In a twin strategy to attract passengers and also train more of its pilots to fly the new aircraft, the national carrier has decided to operate it on the Delhi-Chennai and Delhi-Bangalore routes, in addition to international destinations. Curious passengers are bound to be keen on flying in this aircraft, about which so much has been said and written. Of course, the airline has yet to sort out the ‘pilots issue’ with the two associations. Pilots from the ‘Air India’ stream of the national aviation company are not trained to fly this machine, and this ‘discrimination’ led to a devastating strike earlier this year. Coinciding with the delivery of the troubled airline’s first Dreamliner earlier this month, the Union Cabinet cleared a proposal to set up two subsidiaries to hive off the engineering and ground handling services. With these simultaneous developments, things may finally be looking up for the erstwhile ‘Maharajah.’ Between now and March 2013, 14 of these massive aircraft will be handed over to Air India, enabling it to operate long-haul flights across the world.
The move to set up the subsidiaries was cleared by the Air India Board two years ago, as a plan to create profit centres and hive off thousands of employees. Its aircraft-to-manpower ratio last year was 263, nearly double that of the other airlines operating in the country. While Air India Engineering Services Ltd. will take care of maintenance, repair, and overhaul (MRO) operations in the country, Air India Transport Services Ltd. will take charge of ground handling services at the airports. The MRO wing will accommodate 7000 of Air India’s staff, and the ground handling services can absorb 12,000 employees. That will leave Air India itself with a staff of about 10,000. The creation of these subsidiaries involves equity of Rs. 768 crore, which will be part of the Central government’s rescue package for the national carrier. The expectation is that the MRO business could generate enough profits, considering that all airlines in India, and many in the Asia-Pacific region fly out to Europe, Dubai or Singapore for these works. The MRO business in the Asia-Pacific region alone is worth about $ 1.5 billion every year, and the new company could tap this huge and growing market. Ultimately, Air India will have to become profitable and start paying the Centre back for the generous infusion of capital and funds as and when required. Who knows, if the airline does become profitable, there could well be suitors for a stake in it, now that the Government of India has cleared 49 per cent FDI in the aviation sector.",https://www.thehindu.com/opinion/editorial/taking-off-at-last/article3911891.ece
