Date,Month,Year,Title,Content,Link
12,12,2015,"Illiberal law, roll it back","Scan Haryana’s statistics on key social indicators, and the picture that emerges is dispiriting. For example, in this State of rich farmers and networked urban centres, 41 per cent of Scheduled Caste men have not cleared class 8; and 68 per cent of SC women have not made it to class 5. Roughly 45 per cent of rural households do not have a toilet, and among SC households that figure rises to 55 per cent. Put together, it is a picture of failure of the government to fulfil the part of the essential contract that binds state and citizens: to provide the rule of law and social services. It was, therefore, an odd call to action by the Haryana government earlier this year when it passed the Haryana Panchayati Raj (Amendment) Act to debar exactly these citizens failed by the state from standing for panchayat elections. In a web of disqualifications, the full exclusionary potential of which is still not precisely calculated, the law debars from contesting men who have not completed matriculation, women who have not cleared class 8 (with the corresponding qualifications for SC men being class 8 and for SC women class 5), people who haven’t paid arrears for specified agricultural loans or electricity bills, and those who do not have a functional toilet at home. The law was challenged in court, and on Thursday > the challenge was set aside by the Supreme Court.
It is unlikely that the government will file a review petition, given that the Bharatiya Janata Party is in power in Haryana and at the Centre. However, the case against the law must be made politically, and emphatically so. For one, what the courts have done is to uphold the power of the State legislatures to enact such laws — it follows that civil society must persuade political parties to rethink such qualifications, and to repeal the amendment in Haryana specifically and desist from introducing such legislation in other States. A liberal democracy must of necessity refrain from certifying who may contest elections to represent the people. It is dangerously illiberal to debar citizens from contesting elections when they are able to fulfil their responsibilities as panchs, or legislators, as the case may be. Indeed, curbs on particular categories of people, instead of individuals in breach of particular laws, from contesting elections carries the imprint of authoritarianism, and such restrictions have predictably been popular with military juntas, from Pervez Musharraf’s Pakistan (only college graduates could contest) to present-day Myanmar (the bar on those with foreign nationals as spouses or children is obviously targeted at Aung San Suu Kyi). For yet another State in India to join their ranks, even if it is for panchayat elections, is a setback for the world’s largest democracy.",https://www.thehindu.com/opinion/editorial/editorial-on-the-supreme-court-verdict-on-haryana-panchayat-law/article7977306.ece
14,12,2015,Hope on climate & a long road ahead,"The > Paris Agreement on climate change > marks a milestone in preserving the earth’s environment and provides a floor on which to build ambition and action. It is the outcome of a long struggle by millions of citizens around the world, aided by the weight of scientific evidence linking severe, more frequent weather events such as cyclones and droughts to man-made greenhouse gas emissions. The 195 country-parties to the UN Framework Convention on Climate Change — besides Palestine which joined in Paris — have acknowledged that global climate action can no longer be postponed. While their adoption of the Agreement has created history, the sum total of national pledges by 189 nations will be unable to stop climate change that is already happening. As the UNFCCC acknowledges, these pledges will not be able to keep temperature “well below 2 degrees C” compared to pre-industrial levels, leave alone the > aspirational target of a 1.5° C limit. It is also important to remember that there is a long window before the promises on emissions cuts go into effect in 2020, a period during which developed nations would continue to emit large volumes of greenhouse gases. Given such a background and its responsibility as a legacy polluter, the richer half of the world, which secured the support of vulnerable and poor nations in Paris, must use the Agreement to liberally share its prosperity and technology. It would be perverse if the climate pact is viewed as a business opportunity to fuel a wave of growth for a few.
The signal from Paris is clearly for a shift away from polluting fossil fuels such as coal and oil to renewable energy, and the adoption of smart policies and innovative technology. Like all other countries, > India is now required to periodically report on its targets and performance under the Agreement, and update its Nationally Determined Contributions by 2020. This will need the active involvement of all States and wide consultations — more so for the 175 gigawatt renewables revolution, including 100 GW from solar, to meet the 2022 target. The Centre should consider enacting a strong climate change law that harmonises policies nationally, beginning with energy, buildings, transport, water, agriculture and urban development. The question of adaptation to climate change and addressing loss and damage looms large for India, given the regular cycles of crippling droughts, devastating flooding and lost livelihoods. There is not much to look forward to here in the Agreement, which speaks of raising finance with $100 billion a year base by 2020, an amount that is grossly inadequate for the scale of catastrophic events witnessed worldwide. The hope is that the Paris Agreement will, as a binding covenant, spur civil society to raise the pressure on leaders to improve upon it every year, adding clear commitments for the developed nations to cut their emissions in favour of the developing countries and raise financing significantly.",https://www.thehindu.com/opinion/editorial/paris-agreement-on-climate-change/article7983555.ece
14,12,2015,Setback for Venezuela’s socialists,"The socialists of Venezuela, first led by the late > President Hugo Chávez and then by President Nicolás Maduro, have had a near-total hegemony over power for the past 17 years. But the >results of the parliamentary elections held on December 6, in which the centre-right opposition secured a ‘supermajority’ with 112 seats out of the total 167, demonstrate that the socialist narrative which Chávez painstakingly built over the ruins of West-backed dictatorships and the failures of free-market capitalism has started losing its grip over the Venezuelan voters. Though an opposition victory was expected, their performance was better than even the most optimistic forecasts. With a two-thirds majority in the legislature, the opposition now has the strength to remove Supreme Court justices, pass laws and even draft a new Constitution, a move that could end Mr. Maduro’s presidential tenure. What has led to such a huge defeat of the socialists? The Venezuelan election comes close on the heels of the defeat of the leftist candidate, Daniel Scioli, in the Argentine presidential election. But it would be premature to see these two elections as part of a larger trend in South America of the resurgence of the Right. Rather, what the Argentine and Venezuelan stories tell is that the Left parties in these countries are paying a political price for the troubles in the economy.
In Venezuela, the socialists draw legitimacy and support from the government’s pro-poor welfare policies. Chávez’s redistributive policies had lifted millions out of poverty and boosted real income, helping the ruling party establish itself among the vast majority of the country’s poor. But this programme, largely funded by oil revenues, came under enormous strain when crude prices tumbled — compared to $115 a barrel in June 2014, it is now less than $40 a barrel — in the global market. Chávez’s original plan was to diversify the economy. But he did not face any imminent economic threat as oil prices were relatively high during his tenure. Mr. Maduro’s administration, which blamed the opposition for the economic worries of the country, however, failed to devise an alternative plan to let the ‘Bolivarian revolution’ stay afloat. Other economic and structural problems, such as high inflation, shortage of essential goods and poor infrastructure made matters more difficult for him. More important, Mr. Maduro lacks the political sharpness and charisma of Chávez, who, despite his combative style of politics, remained a highly popular father figure of the nation during his term. He was also a unifying force within the Socialist Party where growing rifts are now challenging Mr. Maduro’s authority. The election result is a wake-up call for the socialists. It is undisputed that the system that Chávez built has benefited millions of Venezuelans. But Mr. Maduro and his team need to refocus their energy on strengthening it, rather than simply blaming the opposition for every challenge they face.",https://www.thehindu.com/opinion/editorial/venezuela-parliamentary-elections-setback-for-venezuelas-socialists/article7983556.ece
15,12,2015,Cautious cooperation with Japan,"Japan has long been a significant investor in India’s infrastructure sector. Of late, there have been consistent efforts by both New Delhi and Tokyo to transform this economic momentum into a “special strategic and global partnership”. Japanese Prime Minister > Shinzo Abe’s three-day visit to India this month, during which both sides agreed to major deals, including the introduction of > Japan’s bullet train technology in India and an agreement on > nuclear partnership, clearly sets the stage for elevated bilateral ties in the future. The potential of > Indo-Japanese economic partnership is huge. Despite India being one the world’s largest economies, it accounts for only about 1 per cent of Japan’s imports, exports and direct investments abroad. The proposed bullet train link between Mumbai and Ahmedabad, which will have access to a soft Japanese loan of $12-15 billion at a concessional interest rate of 0.1 per cent, will cement economic cooperation further. Besides, this suits well Prime Minister Narendra Modi’s agenda of building quality infrastructure in the country. The civil nuclear cooperation deal, after five years of talks, marks a complete reversal of the policy Japan adopted towards India after the Pokhran nuclear tests in May 1998. Tokyo, which considers itself a champion of non-proliferation, had suspended much of its aid after India’s nuclear test. The deal, however, can be seen as a Japanese seal of approval to India’s status as a nuclear-armed state.
To be sure, enhanced economic and energy cooperation will benefit both countries. Japan has capital and skill whereas India has huge untapped potential. What they need is a clear road map, which, as the recent official exchanges show, is in the works. But at the same time, India should be wary of the great game going on in Asia. It may not be a coincidence that Japan is shedding its historical pacifist foreign policy, which helped its rise as an economic giant in Asia, at a time when its tensions with China are on the rise and the United States has been “pivoting” towards Asia. The American strategy appears to be to build an alliance in Asia to contain the rise of China. Japan, Washington’s strongest ally in Asia, is obviously one of the pillars of this “pivot” strategy. It is hardly a secret that both the American and Japanese establishments want India to “swing” towards their alliance. Mr. Abe had earlier written about the strategic need to forge a “democratic security diamond” with the U.S., Australia and India. This is the challenge India’s policymakers would face while deepening the country’s partnership with Japan further. New Delhi should get its economic and strategic priorities right and state them clearly. To script its own rise, India should build strong ties with each power, instead of aligning with any particular bloc. The country will gain more from everybody’s rise rather than joining some geopolitical alliance that is not in its primary interest.",https://www.thehindu.com/opinion/editorial/shinzo-abe-in-india-cautious-cooperation-with-japan/article7987950.ece
15,12,2015,Get smart on diesel cars,"The National Green Tribunal’s decision to > bar the registration of new and old diesel vehicles in Delhi till its next hearing on January 6 comes as a blow — though a temporary one for now — to passenger vehicle manufacturers. Automobile-makers have, in recent years, been building (from scratch, in a few cases) and scaling up their production capacities for diesel cars, driven by the surge in demand for diesel-powered vehicles as the fuel was subsidised and far cheaper than petrol. The differential between petrol and diesel prices has narrowed substantially since the government commenced the deregulation of diesel pricing in 2013, and diesel now is only 22 per cent cheaper than petrol. But diesel vehicles, including the sport utility vehicles, or SUVs, that are ubiquitous status symbols in the National Capital Region and beyond, now constitute 50 per cent of the auto industry’s passenger car sales. That vehicular exhaust from diesel cars, SUVs and freight trucks has been identified as one of the major contributors to the alarming levels of particulate matter in Delhi’s atmosphere is well-established. The tribunal has asked the Delhi and Central governments to decide whether a more permanent injunction prohibiting the registration of diesel vehicles in the NCR would be advisable, given the “serious contribution of vehicular pollution” to the city’s air quality. Separately, the Supreme Court is set to hear on December 15 an independent plea to ban diesel vehicles in Delhi.
Industry has reacted predictably, terming the move as unfair and discriminatory, and calling for a more holistic solution, while questioning the overall policy approach to diesel. With most of them investing to upgrade their technology to meet the more stringent BS-V (Bharat Stage-V) standards due in 2019, they suggest fleet modernisation to replace the older commercial transport vehicles, considered an equally major source of polluting exhaust emissions. Rating agency ICRA expects the share of diesel vehicles in annual auto sales to decline to 30-35 per cent by 2017 as the price difference between diesel and petrol narrows further. That may not help much in Delhi, the nation’s largest urban market for cars and SUVs. By way of comparison, the U.S. has decided to curb emissions from vehicles by moving towards higher fuel efficiency standards for new cars, though economists say it may only encourage people to drive even more. India is pursuing similar goals, but as Volkswagen’s ‘defeat device’ to rig emission tests for diesel vehicles shows, governments aren’t capable of enforcing such norms efficiently. In the backdrop of the latest climate change commitments and the toxic air that hangs over Delhi, it could be an opportune moment for Indian policymakers to use the tools of behavioural economics to alter people’s commuting preferences. Tax and other fiscal incentives to shift both freight haulage and public road transportation to cleaner CNG- and LPG-based technologies is one thing. But it’s perhaps time to take a bolder step and levy a hefty green tax on diesel-fuelled private vehicles and SUVs.",https://www.thehindu.com/opinion/editorial/ban-on-diesel-cars-in-delhi/article7987948.ece
16,12,2015,Peace in the pipeline,"After being called a pipe dream for decades, the Turkmenistan-Afghanistan-Pakistan-India pipeline came one step closer to reality on Sunday, with the >groundbreaking ceremony at the Turkmen town of Mary attended by leaders of the TAPI countries. The pipeline, that is set to cross over 1,700 km, through Herat and Balochistan before reaching the Indian Punjab border, and will draw from the world’s second largest natural gas field of Galkynysh, comes full of promise. To begin with, it will reopen a historic route that reconnects South Asia to Central Asia, in the way it was before the British Empire sealed it off. It will also bring India and its neighbours much needed energy at competitive pricing, and could easily supply a quarter of Pakistan’s gas needs, about 15 per cent of India’s projected needs, as well as Afghanistan’s requirements, by the time it is completed in the 2020s. This is a growing need, and even if India is able to source energy from other countries like Iran and further afield, both the proximity and abundance of Turkmenistan’s reserves, that rank fourth in the world, will make it an attractive proposition. At a time when China has already secured nearly half of its energy requirements from the region, and is working on the $400 billion Russia-China gas pipeline, India has no time to lose in securing its interest in Central Asia. Finally, the TAPI pipeline gives this fractured region a reason to work on a project together as well, and it is hoped the shared stakes in TAPI’s success will ensure that India, Pakistan and Afghanistan find ways of cooperating on other issues as well.
However, the project faces the challenge of terrorism today. Unless the pipeline is secured from the Taliban that operates on both sides of the Durand Line, and from militant groups operating in Pakistan, it is hard to see how the TAPI dream can go beyond the groundbreaking ceremony. “By coming this far, we are overcoming a history of doubt and scepticism,” said Afghanistan President Ashraf Ghani at the ceremony. Certainly, the fact that the TAPI, pushed by Turkmen President Gurbanguly Berdimohamedov, was able to bring leaders of three countries with relations as complicated as India, Pakistan and Afghanistan share is itself remarkable. To envisage a $10 billion project that traverses all three countries with all the bad blood between Afghanistan and Pakistan, and Pakistan and India, is ambitious as well. If it can manage to loosen the tight bonds between terror groups and their sponsors in Pakistan, who ought to see where their own interests lie, it will achieve the impossible; something no amount of pressure, cajoling and threat from India, Afghanistan and other countries has been able to effect in Pakistan thus far. The only way the project will be actualised is if the leadership of all four member-countries don’t just dwell on the world that exists today, but the region as it can be: connected, cooperative, peaceful and prosperous.",https://www.thehindu.com/opinion/editorial/tapi-project-peace-in-the-pipeline/article7992806.ece
16,12,2015,"Splendid decade, but miles to go","There is now no doubt that the last 10 years were a time of extraordinary human development in India. When the World Bank decided to raise its global poverty line from $1.25 a day (in Purchasing Power Parity, or PPP, terms) to $1.90 in October and update the data for countries, it showed among other things that India had witnessed the fastest-ever decrease in the percentage of its population below the poverty line between 2009 and 2011. The United Nations Development Programme’s >Human Development Report released this week re-establishes this point. India’s Gross National Income more than doubled over the last 15 years, from $2,522 (PPP) to $5,497 between 2000 and 2014, putting it into middle income status. This economic growth translated into better human development outcomes as well; India’s Human Development Index value went from 0.462 to 0.609 between 2000 and 2014, a far higher increase than in the previous 15-year period. This was driven by improved economic growth and increase in life expectancy as a result of improved health care, and less so from improvements in educational outcomes, which have been harder to achieve, especially for women. Similarly striking is the story that emerges from India Health Report: Nutrition 2015 released by the Public Health Foundation of India last week. Child undernutrition, which had been declining slowly when data were last available in 2006, has begun to fall at historically high rates; between 2006 and 2014, stunting rates for children under five declined from 48 per cent to 39 per cent, translating into 14 million fewer stunted children, and declines in wasting translated into seven million fewer wasted children. These are extraordinary achievements.
Of course, India must not rest on these laurels. The UNDP report also showed that when inequality is factored in, India loses nearly 30 per cent of its HDI values, meaning that outcomes vary substantially by class, caste and gender. If India’s women were their own country, they would be 30 ranks lower on the HDI than the country as a whole is now, with far worse educational outcomes dragging them down. Indian women are at a particular disadvantage in the workforce; the high proportion (up to 39 per cent of GDP by one estimate) of unpaid care work that falls on women alone pushes them out of the workforce, resulting in one of the world’s lowest female labour force participation rates. The 2015 HDR, which is based on the theme of work, highlights just how vulnerable and ill-prepared for the future the majority of the Indian workforce is, and without a social protection blanket. The PHFI report also shows that India’s national successes mask massive inter-State variability; moreover, gender inequalities are possibly having an impact on children’s nutritional outcomes. Coming at a time when there is a fear of social sector budget cuts, these reports show that India must build on its human development successes with better redistributive justice.",https://www.thehindu.com/opinion/editorial/human-development-index-splendid-decade-but-miles-to-go/article7992807.ece
17,12,2015,"Tactless raid, unsavoury fallout","There may be some questions of propriety arising from the > CBI raids on Delhi Chief Minister Arvind Kejriwal’s office, but the development need not have been followed by the unsavoury political war that has broken out between the Aam Aadmi Party and the BJP — indeed, between the Delhi and Central governments. The agency could have displayed greater tact while conducting the searches in the Delhi Secretariat, aimed at Mr. Kejriwal’s Principal Secretary > Rajender Kumar, as it has given the impression that the Chief Minister’s office was also searched. It is normal for a raided spot to be closed to the media, but by keeping Mr. Kejriwal out of his office the CBI has given room for speculation that his office was also searched. It may be difficult to fault the agency for conducting the search without any forewarning, but in a federal set-up, searching the premises of a serving Chief Minister will always be looked at with suspicion, especially when the incumbent is not the subject of a probe. In September, there was a > CBI raid on Himachal Pradesh Chief Minister Virbhadra Singh, but he had been under investigation and there was no room for any oblique motive to be alleged, except by painting it all as political vendetta. > Mr. Kejriwal’s claim that the documents seized included a ‘file movement register’ pertaining to the period November 15-December 15, 2015, if true, could give credence to his charge that the investigation is not confined to Mr. Kumar’s decisions during the period from 2007 to 2014. But his grievance that he is being targeted in the name of a probe against his Principal Secretary requires more proof. Meanwhile, perceptions of the use of the CBI for political ends by governments persists.
> Mr. Kejriwal’s outburst against Prime Minister Narendra Modi, calling him a “coward” and a “psychopath”, was unbecoming of a serving Chief Minister. Such bluster makes one wonder whether he sees the irony of questioning an investigation, given the unlimited powers he had sought for a Jan Lokpal. There is, however, no doubt that Mr. Kejriwal has been quick to see the raids as an opportunity to nominate himself as a national face of the > anti-Modi political coalition. Being in confrontation over a principle of governance with powers greater than himself has been part of Mr. Kejriwal’s strategy of giving his politics a mobilising edge. And now as the >AAP looks to expand its electoral footprint in the Punjab Assembly elections, having politicians from other parties ranged behind him on a series of issues will certainly help. For its part, even if they had been unaware of the impending raids, the response of BJP spokespersons and Ministers could not have been more self-defeating. Politically, they have allowed Mr. Kejriwal to take the fight to them on his terms and put them on the defensive — the onus is now on them to explain the federal spirit that informs their equation with Opposition governments in the States.",https://www.thehindu.com/opinion/editorial/delhi-secretariat-raids-tactless-raid-unsavoury-fallout/article7996969.ece
17,12,2015,Cautionary signals from the export slump,"The protracted slump in merchandise exports, which rounded out a 12th straight drop in November, is a cause for serious concern. The sharp, almost 25 per cent, contraction in the overseas shipment of goods from a year earlier to $20 billion signals there is more to this extended contraction than just the global economic weakness that has cast its shadow across trade worldwide. While the slide in commodity prices, including that of oil and petroleum products, has contributed to the decline in the value of exports in dollar terms, of greater worry is the continuing fall in demand for Indian engineering goods, and leather and leather goods. The leather sector has been hurt by a combination of economic weakness in Europe, increased competition and poor infrastructure. The theme of infrastructure hobbling the country’s trade competitiveness has been an enduring one with the problems of power availability and inadequate road and port connectivity still continuing to dog exporters, especially the micro, small and medium enterprises (MSME) that together accounted for more than 44 per cent of India’s exports in the last fiscal year. The MSME sector also provides employment on a sizeable scale, including in semi-urban and rural areas, and the export slowdown is sure to result in widespread labour distress that can only weigh on savings and consumption in the broader economy. The slowdown also reflects on the low level of value-addition being achieved by India’s exporters, as is evident in the widening trade deficit with China — itself coping with declines in both exports and imports. While the main exports to the northern neighbour are low value-added commodities such as cotton, copper alloys and iron ore, the imports include machinery, electrical equipment and electronics that have resulted in the trade gap surging 32-fold to $48.5 billion in the decade through March 2015.
The export slowdown is at the same time both a symptom and a potential trigger for domestic economic weakness. Any effort to improve business competitiveness through reforms, including in areas such as labour and credit markets, especially for the MSME segment, can surely give a fillip to the overall environment. The Make in India programme, if pursued cogently, can also serve as a springboard for enhancing skills and technologies that can over time help reverse and possibly boost both volumes and the value of overseas shipments. Also, the monetary and fiscal authorities need to be mindful of the fact that the rupee — while having weakened against the dollar, thus appearing to offer a price advantage to exporters — has actually appreciated in real terms against a trade-weighted basket of 36 currencies, making India’s exports less competitive. For this reason, the Reserve Bank of India needs to continue its close vigil over inflation. Finally, even the pharmaceuticals sector, where exports have grown, can ill afford to be complacent as the U.S. and Europe tighten regulatory oversight of generics and manufacturing processes in India.",https://www.thehindu.com/opinion/editorial/cautionary-signals-from-the-export-slump/article7996970.ece
18,12,2015,Fed’s liftoff ends uncertainty,"The U.S. Federal Reserve’s decision to finally start normalising interest rates, by > raising the fed funds rate by one quarter of a percentage point, has emphatically ended the uncertainty over the direction the world’s largest economy is headed in. Seven years after the Fed embarked on its record monetary expansion — by beginning a programme of bond purchases and cutting its >benchmark rate to near zero — to provide a stimulus in the wake of the 2008 financial crisis, the U.S. central bank has signalled that the American economy has definitely turned the corner. Fed chair Janet Yellen’s categorical assertion that the decision “reflects our confidence in the U.S. economy” and that the Federal Open Market Committee (FOMC) sees the economy on a path of sustainable improvement, should give comfort to investors worldwide that a key engine of the global economy is now ticking. Simultaneously, the Fed held forth the reassurance that its stance remains accommodative to support the recovery and help return inflation to the targeted level of 2 per cent. The widely anticipated decision should now infuse some much-needed optimism across both developed and emerging markets, especially at a time when global trade is stagnant and commodity prices continue to remain depressed as demand from China’s slowing economy stays muted. If history is any guide, previous tightening cycles from the Fed both in 1999 and in 2004 were coterminous with increased capital flows into emerging markets as economic growth in the U.S. spurred demand for goods and services in the developing and exporting nations. But conditions, as some economists point out, are different this time, with the majority of emerging market currencies more expensive than they were 11 years ago on an inflation-adjusted, trade-weighted basis. The immediate reaction in India’s markets was positive on Thursday as both stocks and the rupee ended stronger. And with adequate foreign exchange reserves accumulated as a bulwark against any sudden, sharp capital outflows, the Reserve Bank of India and Governor Raghuram Rajan — who had been calling for a gradual end to global easy money — appear well-prepared to deal with any exigencies, should they arise.
That the road ahead could still be anything but smooth and straight for both the global economy and the emerging markets is also amply evident in the language contained in the Fed’s communication. The FOMC statement made it clear that “economic conditions will evolve in a manner that will warrant only gradual increases” in the benchmark rate. This is shorthand for saying that interest rates are likely to inch up and over a longer duration rather than mount a well-spaced and clearly graded timetable of staircase steps. With China’s surprise yuan devaluation of August and the resultant turmoil still fresh in memory, Chinese policymakers, along with the monetary authorities in Japan, the United Kingdom and the European Union, would be closely tracked. For Indian companies, new overseas loans are likely to start getting costlier, and the appreciation of the dollar could roil corporate balance sheets as debt-servicing gets more expensive.",https://www.thehindu.com/opinion/editorial/us-federal-reserves-liftoff-ends-uncertainty/article8000874.ece
18,12,2015,Inviting trouble in Kerala,"Petty local rivalries have combined with national-level politicking to create an embarrassing situation for Kerala Chief Minister Oommen Chandy: after being invited to preside over a function where Prime Minister Narendra Modi was to unveil the statue of former Chief Minister R. Sankar, >Mr. Chandy was asked to stay away by the organisers, who have formed an alliance with the Bharatiya Janata Party. Whether or not this was done at the behest of senior leaders of the BJP, it is clear that the organisers, the Sree Narayana Dharma Paripalana (SNDP) Yogam, a Hindu backward class outfit, will need to take a major part of the blame for putting the Kerala Chief Minister in an awkward position. But, neither the BJP nor the Prime Minister’s Office could have been unaware of the decision to keep the Chief Minister out. While the statue unveiling was a private function, and the Chief Minister was not required to be invited, it was highly improper to have asked Mr. Chandy to skip the function citing silly excuses after having first invited him. Both the SNDP and the Congress can lay claim to the political legacy of Sankar who served in leadership capacities in the two organisations. But with the SNDP moving towards the BJP, the fight for Sankar’s legacy seems to have got complicated in recent times. Over the days leading up to the unveiling of the statue, the Sangh Parivar had attempted to dig up information about Sankar’s links with the Rashtriya Swayamsevak Sangh in his formative years. Evidently, for both the SNDP and the BJP, to have a Congress Chief Minister preside over the function would have diminished the political dividends that could be expected from projecting Sankar as a Hindu, backward class Ezhava icon. Whatever the excuses given by SNDP leader Vellappally Natesan to Mr. Chandy, the fact remains that a Congress Chief Minister on the dais would have been politically inconvenient for the SNDP and the BJP.
Not surprisingly, the controversy saw both the Congress and the Left parties on the same side, with former Chief Minister V.S. Achuthanandan of the Communist Party of India (Marxist) describing the withdrawal of the invitation to Mr. Chandy as an insult to Kerala as a whole. Both formations have suffered erosion in their support base following the rise of the BJP in Kerala on the back of the growing influence of the RSS. The alliance with the SNDP has given the BJP greater reach ahead of next year’s Assembly election, and leaders of other parties have remarked that the SNDP is acting as a feeder organisation for the BJP. Without doubt, the SNDP-BJP alliance would see some social and political churning in Kerala. As it seeks to expand its base, the RSS-BJP combine is evidently moving beyond seeing the Left parties as the prime enemy. In the past, RSS sympathisers had overtly and covertly backed the Congress against the Left Democratic Front. That phase now seems to have ended.",https://www.thehindu.com/opinion/editorial/chandy-in-modi-function-inviting-trouble-in-kerala/article8000875.ece
19,12,2015,Unseemly turn in Arunachal Pradesh,"The saddest aspect of the political turmoil in Arunachal Pradesh is that its key actors have revived unedifying practices that one would have thought the Indian polity had left behind some years ago: dissident ruling party legislators joining hands with their political rivals to bring down an elected government, holding parallel or unauthorised Assembly proceedings, and the Governor playing a partisan role. The conduct of Governor J.P. Rajkhowa in the ongoing crisis facing the Nabam Tuki government, set off by a group of ruling Congress MLAs revolting against his leadership, is questionable. In S.R. Bommai in 1994, the Supreme Court decided that the only place for determining whether a Chief Minister has lost his majority is the floor of the House, and not the Raj Bhavan. When it appeared that Mr. Tuki had lost the support of many of the legislators, the Governor could have either asked him to prove his majority when the Assembly met on January 14, 2016, or, if the matter brooked no delay, requested him to advance the session for the same purpose. There was no justification for the Governor to advance the session to December 16 on his own, and a legitimate question arises whether the Constitution permits such action. In another partisan act, he sent a message to the House to take up ‘Resolution for removal of the Speaker’ as the first item on the agenda.
The Congress has been ruling the State with the support of 47 MLAs in the 60-member Assembly, but 20 ruling party legislators have rallied under former Minister Kalikho Pul and joined hands with the 11-member Bharatiya Janata Party group in a bid to unseat Mr. Tuki. They accuse the Chief Minister of financial mismanagement and corruption. In a pre-emptive move against the rebels convening the Assembly on the Governor’s order, the government locked down the legislature building and the Speaker disqualified 14 out of the 20 dissidents to bring down the number required for a majority. Disqualification under the anti-defection law is subject to judicial review and the rebels could have challenged the Speaker’s decision. Instead, showing unseemly hurry, the Deputy Speaker, a dissident himself, ‘revoked’ their disqualification. All the rebels, along with the BJP and independent MLAs, held a sitting of the ‘Assembly’ at a makeshift venue, and ‘removed’ the Speaker and then the Chief Minister through a ‘no-confidence motion’. With the Guwahati High Court keeping in abeyance all the decisions taken at the rebel ‘session’, and sharply questioning the Governor’s action in convening the Assembly, the rest of the crisis may play out in a courtroom. Nevertheless, it would be a travesty of democracy if the current crisis results in the imposition of President’s Rule without Mr. Tuki being given an opportunity to prove his majority on the floor of the House. The Centre should avoid any impression that constitutional norms will not be respected while handling the issue.",https://www.thehindu.com/opinion/editorial/unseemly-turn-in-arunachal-pradesh/article8005321.ece
19,12,2015,The challenge from France’s far-right,"The >failure of Marine Le Pen’s Front National to win even a single region in this month’s elections in France demonstrates that the majority of French voters are not yet ready to let the far-right party join governance. Had Ms. Le Pen’s anti-migrant, anti-European party seized at least one of the regions, it would have had dramatic consequences for the French polity. However, the election results, as the Socialist French Prime Minister, Manuel Valls, himself had pointed out, are hardly a cause for triumphalism. The FN had done remarkably well in the first round of the elections, held weeks after the November 13 Paris terror attacks in which 130 people were killed. The party captured 28 per cent of the vote and came top in six out of 13 regions in that round. This alarming rise of the FN had forced the two mainstream parties — Nicolas Sarkozy’s centre-right Republicans and President François Hollande’s Socialists — to enter into a de facto deal. The Socialists had even withdrawn their candidates from two regions to support the Republicans against the FN. It took increased voter turnout and tactical voting by the main parties to deliver the final blow to the FN in the second round of elections.
> Also read:The warnings from France’s far-right
However, the FN’s political momentum appears undiminished. What was an untouchable xenophobic far-right party on the fringes of French politics is now a force that cannot be ignored. In the regional election, it received more votes than ever before, and the number of its regional councillors tripled to 316. Ever since she took the reins of the party, Ms. Le Pen has been trying to “mainstream” the FN without changing its basic ideological premises. She isolated the overtly anti-Semitic, racist wings of the party, and projected the FN as a nationalist force with tough views on security, terrorism and migration. The rising security challenges in the wake of the terrorist attacks, the inflow of refugees fleeing the conflicts in West Asia and North Africa, and persistent economic slowdown and the crippling austerity policies of the government that have strengthened calls for protectionism have all helped Ms. Le Pen sell her sectarian narrative to a large section of French society. The way the mainstream parties blocked the FN in the election is commendable. But it’s not a sustainable strategy. If the material conditions that helped the FN grow continue to persist, how long can the Socialists and the Republicans keep them away from power through tactical voting? This is the biggest challenge French politicians face. If left unchecked, the influence of the far-right sections could redraw the French political landscape, endangering the values of liberty, equality and fraternity.",https://www.thehindu.com/opinion/editorial/france-regional-elections-the-challenge-from-frances-farright/article8005322.ece
